"MODE_DSC","CARRIER_TYPE","FREIGHT_RATES_ID","PORTCARRIER_ID"
"GROUND","V88888888_0",3605,7447
"GROUND","V88888888_0",3606,7447
"GROUND","V88888888_0",3607,7447
"GROUND","V88888888_0",3608,7447
"GROUND","V88888888_0",3609,7447
"GROUND","V88888888_0",3610,7447
"GROUND","V88888888_0",3611,7448
"GROUND","V88888888_0",3612,7448
"GROUND","V88888888_0",3613,7448
"GROUND","V88888888_0",3614,7448
"GROUND","V88888888_0",3615,7448
"GROUND","V88888888_0",3616,7448
"GROUND","V88888888_0",3617,7448
"GROUND","V88888888_0",3618,7448
"GROUND","V88888888_0",3619,7448
"GROUND","V88888888_0",3620,7448
"GROUND","V88888888_0",3621,7448
"GROUND","V88888888_0",3622,7448
"GROUND","V88888888_0",3623,7449
"GROUND","V88888888_0",3624,7450
"AIR   ","V88888888_0",3625,7451
"AIR   ","V88888888_0",3626,7451
"AIR   ","V88888888_0",3627,7451
"AIR   ","V88888888_0",3628,7451
"AIR   ","V88888888_0",3629,7451
"GROUND","V88888888_0",3630,7452
"AIR   ","V88888888_0",3631,7453
"AIR   ","V88888888_0",3632,7453
"AIR   ","V88888888_0",3633,7453
"AIR   ","V88888888_0",3634,7453
"AIR   ","V88888888_0",3635,7453
"AIR   ","V88888888_0",3636,7454
"AIR   ","V88888888_0",3637,7454
"AIR   ","V88888888_0",3638,7454
"AIR   ","V88888888_0",3639,7454
"AIR   ","V88888888_0",3640,7454
"AIR   ","V88888888_0",3641,7455
"AIR   ","V88888888_0",3642,7455
"AIR   ","V88888888_0",3643,7455
"AIR   ","V88888888_0",3644,7455
"AIR   ","V88888888_0",3645,7455
"AIR   ","V88888888_0",3646,7456
"AIR   ","V88888888_0",3647,7456
"AIR   ","V88888888_0",3648,7456
"AIR   ","V88888888_0",3649,7456
"AIR   ","V88888888_0",3650,7456
"AIR   ","V88888888_0",2526,7436
"AIR   ","V888888883_1",2631,7428
"AIR   ","V888888883_1",3149,7437
"AIR   ","V888888883_1",3254,7442
"AIR   ","V888888883_1",3461,7445
