"PLANTPRODCUST_ID","PRODUCT_ID","PLANT_LOCATION_ID","CUSTOMER"
4112,1701405,14,"Customer_18"
4113,1678648,14,"Customer_18"
4114,1675615,14,"Customer_18"
4115,1677878,14,"Customer_13"
4116,1615677,14,"Customer_13"
4117,1666507,14,"Customer_13"
4118,1666441,14,"Customer_13"
4119,1666954,14,"Customer_13"
4120,1657475,14,"Customer_13"
4121,1657474,14,"Customer_13"
4122,1684796,14,"Customer_13"
4123,1623991,14,"Customer_13"
4124,1691700,14,"Customer_13"
4125,1660551,14,"Customer_13"
4126,1687521,14,"Customer_13"
4127,1669584,14,"Customer_13"
4128,1684755,14,"Customer_33"
4129,1688610,14,"Customer_33"
4130,1690617,14,"Customer_33"
4131,1689544,14,"Customer_33"
4132,1689549,14,"Customer_33"
4133,1688633,14,"Customer_33"
4134,1688589,14,"Customer_33"
4135,1688587,14,"Customer_33"
4136,1677878,14,"Customer_18"
4137,1666519,14,"Customer_18"
4138,1666507,14,"Customer_18"
4139,1666954,14,"Customer_18"
4140,1689601,14,"Customer_18"
4141,1687644,14,"Customer_18"
4142,1660551,14,"Customer_18"
4143,1667817,14,"Customer_13"
4144,1643057,14,"Customer_13"
4145,1620552,14,"Customer_13"
4146,1658532,14,"Customer_13"
4147,1658528,14,"Customer_13"
4148,1649002,14,"Customer_13"
4149,1649008,14,"Customer_13"
4150,1692402,14,"Customer_13"
4151,1696757,14,"Customer_13"
4152,1696752,14,"Customer_13"
4153,1696758,14,"Customer_13"
4154,1696746,14,"Customer_13"
4155,1696748,14,"Customer_13"
4156,1676563,14,"Customer_13"
4157,1676566,14,"Customer_13"
4158,1675615,14,"Customer_13"
4159,1675654,14,"Customer_13"
4160,1676853,14,"Customer_13"
4161,1680210,14,"Customer_13"
4162,1655818,14,"Customer_13"
4163,1668606,14,"Customer_13"
4164,1668607,14,"Customer_13"
4165,1668612,14,"Customer_13"
4166,1668608,14,"Customer_13"
